,Date,Open,High,Low,Close,Adj Close,Volume,TotalInvested,TotalParticipations,TotalPosition
190,2019-11-30,304.9200134277344,306.19000244140625,304.739990234375,306.1400146484375,284.2610778808594,71141500,19100.0,166.05994071768683,47204.37774124127
191,2019-12-31,314.5899963378906,314.6600036621094,311.1700134277344,311.6400146484375,289.3680419921875,75767800,19200.0,166.40552138136874,48152.43989881576
192,2020-01-31,323.5400085449219,324.8900146484375,322.5299987792969,324.8699951171875,303.13555908203125,59151200,19300.0,166.7354067973286,50543.43075827812
193,2020-02-29,323.3500061035156,326.1600036621094,323.2200012207031,324.1199951171875,302.4358215332031,69083000,19400.0,167.06605546021862,50526.75973342289
194,2020-03-31,298.2099914550781,309.1600036621094,294.4599914550781,309.0899963378906,288.41131591796875,238703600,19500.0,167.41278249373227,48283.740900506
195,2020-04-30,247.97999572753903,257.6600036621094,243.8999938964844,246.1499938964844,231.03268432617188,189554600,19600.0,167.84562168396053,38777.824530040525
196,2020-05-31,285.3099975585937,290.6600036621094,281.5199890136719,282.7900085449219,265.4225158691406,125180000,19700.0,168.2223794720952,44650.007184976785
197,2020-06-30,303.6199951171875,306.2099914550781,303.0599975585937,305.54998779296875,286.7846374511719,55758300,19800.0,168.57107318487132,48343.59410807829
198,2020-07-31,309.57000732421875,311.8900146484375,309.07000732421875,310.5199890136719,292.73193359375,72396500,19900.0,168.91268265252435,49446.13620138093
199,2020-08-31,328.32000732421875,329.6199951171875,327.7300109863281,328.7900085449219,309.9553527832031,53077900,20000.0,169.23530976350037,52455.39014112041
200,2020-09-30,350.2099914550781,352.7099914550781,349.239990234375,352.6000061035156,332.4014892578125,54908700,20100.0,169.53615077424095,56354.06900039473
201,2020-10-31,337.69000244140625,338.739990234375,335.010009765625,337.0400085449219,319.0046691894531,88698700,20200.0,169.84962580974462,54182.82369338998
202,2020-11-30,330.20001220703125,332.3599853515625,327.239990234375,330.20001220703125,312.5306396484375,86068300,20300.0,170.16959443782054,53183.21219836724
203,2020-12-31,365.5700073242188,367.6799926757813,364.9299926757813,366.0199890136719,346.4338684082031,74231400,20400.0,170.4582498180219,59052.510886549215
204,2021-01-31,375.30999755859375,375.4500122070313,364.8200073242188,368.7900085449219,350.5436096191406,110210800,20500.0,170.7435210289524,59853.050180570615
205,2021-02-28,373.7200012207031,377.3399963378906,370.3800048828125,376.2300109863281,357.6154479980469,75817600,20600.0,171.0231510073546,61160.52076553274
206,2021-03-31,385.5899963378906,390.9200134277344,380.5700073242188,389.5799865722656,370.3049621582031,105348800,20700.0,171.29319869836362,63430.72146195511
207,2021-04-30,398.3999938964844,400.6700134277344,398.1799926757813,400.6099853515625,382.0364074707031,99682900,20800.0,171.5549538558421,65540.23825488816
208,2021-05-31,419.4299926757813,419.8399963378906,417.6700134277344,418.2000122070313,398.8109130859375,68128300,20900.0,171.80569925101247,68517.98779166426
209,2021-06-30,422.5700073242188,422.7200012207031,419.2000122070313,419.6700134277344,400.2127075195313,54216600,21000.0,172.0555663794697,68858.82406453401
210,2021-07-31,428.8699951171875,430.6000061035156,428.7999877929688,430.4299926757813,411.8167419433594,53441000,21100.0,172.29839283554844,70955.36277961261
211,2021-08-31,440.3399963378906,440.9299926757813,437.2099914550781,437.5899963378906,418.6671142578125,58783300,21200.0,172.53724608337822,72235.67091971802
212,2021-09-30,452.55999755859375,453.1099853515625,451.5499877929688,451.7999877929688,432.2626037597656,48721400,21300.0,172.76858693759556,74681.39923754049
213,2021-10-31,430.9800109863281,436.0299987792969,427.2300109863281,434.239990234375,416.79296875,129240100,21400.0,173.00851420964122,72108.73225646293
214,2021-11-30,460.2999877929688,460.7000122070313,458.2000122070313,460.0400085449219,441.556396484375,48433600,21500.0,173.23498584677793,76493.01609552497
215,2021-12-31,461.6400146484375,464.6700134277344,450.2900085449219,450.5,432.3997497558594,131939200,21600.0,173.46625332567092,75006.76452910661
216,2022-01-31,476.2999877929688,477.8500061035156,473.8500061035156,477.7099914550781,460.1273193359375,72668200,21700.0,173.68358447684952,79916.56213798962
217,2022-02-28,450.6799926757813,453.6300048828125,446.9400024414063,452.9500122070313,436.2786560058594,123155400,21800.0,173.9127957816507,75874.44080584004
218,2022-03-31,435.0400085449219,437.1700134277344,427.1099853515625,429.9800109863281,414.1540832519531,137785900,21900.0,174.15425180983902,72126.69450273368
219,2022-04-30,453.30999755859375,453.4599914550781,449.1400146484375,452.9200134277344,437.6050109863281,89048800,22000.0,174.3827683886931,76310.77327656036
220,2022-05-31,412.0700073242188,415.9200134277344,405.0199890136719,414.4800109863281,400.4648132324219,158312500,22100.0,174.63247821761124,69934.16277373067
221,2022-06-30,415.1700134277344,416.239990234375,406.9299926757813,409.5899963378906,395.74017333984375,86585800,22200.0,174.8851692677921,69209.08720060396
222,2022-07-31,376.55999755859375,381.7000122070313,373.7999877929688,381.239990234375,369.9400024414063,74839700,22300.0,175.15548337099816,64797.01994589276
223,2022-08-31,409.1499938964844,413.4100036621094,408.3999938964844,410.7699890136719,398.59466552734375,69997500,22400.0,175.40636480180632,69916.04130954323
224,2022-09-30,392.8900146484375,396.7799987792969,390.0400085449219,396.4200134277344,384.6700439453125,78740100,22500.0,175.66632785734961,67573.57405659834
225,2022-10-31,361.0799865722656,368.5499877929688,359.2099914550781,366.6099853515625,357.2049255371094,89756500,22600.0,175.94627920418404,62848.87756166201
226,2022-11-30,390.1400146484375,390.3900146484375,383.2900085449219,384.5199890136719,374.6554260253906,85407600,22700.0,176.2131911265893,66019.22819282589
227,2022-12-31,408.7699890136719,410.0,404.75,407.3800048828125,396.9290161132813,76398200,22800.0,176.4651253413746,70044.12858005869
228,2023-01-31,384.3699951171875,386.4299926757813,377.8299865722656,380.8200073242188,372.7543029785156,74850700,22900.0,176.733398569077,65878.13479664049
229,2023-02-28,405.2099914550781,413.6700134277344,402.3500061035156,410.7999877929688,402.0992736816406,101459200,23000.0,176.98209337293574,71164.37119991376
230,2023-03-31,395.4100036621094,396.6900024414063,393.3800048828125,394.739990234375,386.3794250488281,99706800,23100.0,177.2409063259996,68482.23948137292
231,2023-04-30,408.8500061035156,411.3699951171875,408.4400024414063,410.9500122070313,403.78131103515625,67391100,23200.0,177.48856513849796,71666.56552537144
232,2023-05-31,415.4700012207031,417.6199951171875,415.2699890136719,415.510009765625,408.26171875,62122300,23300.0,177.73350605606961,72561.78666191452
233,2023-06-30,418.0899963378906,422.9200134277344,416.7900085449219,421.8200073242188,414.461669921875,88865000,23400.0,177.97478289119613,73763.7257210683
234,2023-07-31,442.9200134277344,444.0799865722656,442.6300048828125,443.7900085449219,437.6681518554688,32793400,23500.0,178.20326650275447,77993.89430486812
235,2023-08-31,456.2699890136719,457.25,455.489990234375,456.4800109863281,450.18310546875,55291500,23600.0,178.425398339301,80324.09991888527
236,2023-09-30,453.1700134277344,453.6700134277344,449.6799926757813,451.1900024414063,444.9660949707031,58875700,23700.0,178.65013456331957,79493.25274263095
237,2023-10-31,426.6199951171875,428.6000061035156,424.4599914550781,427.30999755859375,422.9019775390625,83798600,23800.0,178.88659597828365,75651.49519444746
238,2023-11-30,419.2000122070313,423.5,418.6499938964844,422.6600036621094,418.2999572753906,98068100,23900.0,179.12565887623697,74928.25545485612
239,2023-12-31,455.7699890136719,459.6499938964844,455.1600036621094,459.1000061035156,454.3640441894531,89097900,24000.0,179.34574671390553,81488.25878510743
